id,latitude,longitude,count,capacity_mw,iso3,landscape_area_km2
27719,37.830535,117.495797,2,,CHN,3.15699012291098
27720,37.804761,117.519572,2,,CHN,3.1481907672646
27721,37.784164,117.529504,3,,CHN,3.87838001550078
27879,36.07257,116.247473,11,20.4102013973601,CHN,9.65758141527164
27880,36.041839,116.267607,10,18.2903206651121,CHN,8.1670627632074
28053,36.029525,116.227816,4,,CHN,3.71342237193739
28056,37.065738,115.866359,2,,CHN,2.7694429265539
28057,37.05159,115.87577,11,20.0238936717545,CHN,10.763418039505
28058,37.051082,115.902839,4,,CHN,5.43438415636349
28059,37.04907,115.922242,2,,CHN,2.81064883587885
28060,37.033193,115.891837,4,,CHN,5.08928456233241
28061,37.019995,115.854919,11,18.3497629921159,CHN,14.1394456334963
28062,37.009173,115.846915,2,,CHN,2.96904308631255
